Gesture,Thumb_TIP_MCP,Thumb_TIP_Wrist,Index_TIP_MCP,Index_TIP_Wrist,Middle_TIP_MCP,Middle_TIP_Wrist,Ring_TIP_MCP,Ring_TIP_Wrist,Pinky_TIP_MCP,Pinky_TIP_Wrist
scissors,0.15509476296730343,0.36245049788989153,0.2363782922754392,0.51054042510594,0.2469707260874195,0.5111134552173036,0.23589808966690942,0.4779841390803283,0.1689278790256943,0.37919009480023175
scissors,0.16581945172035475,0.35958143387388686,0.23868657533519633,0.507017794694398,0.23921566207575373,0.4993578882114936,0.20808605970654837,0.44777844907041375,0.14517230626561883,0.35719016894342687
scissors,0.1529871839176512,0.3183345941484385,0.17108457484376557,0.4288431652827478,0.15382996847940716,0.4062866876684888,0.13206879298163035,0.36804471657344484,0.08102038485974213,0.2837346687223206
scissors,0.1636355815764397,0.35307005075679815,0.1950356441090373,0.46998852972941807,0.1800185047891794,0.445205481694706,0.15889166638594493,0.40452859922841616,0.11501362694265903,0.3255290374028668
scissors,0.12381443856810932,0.28817627379115096,0.17493379888831717,0.4348044054943239,0.17313652663962448,0.4280597541354801,0.15287115865540746,0.3919885008423854,0.10654502182317321,0.3132410509018556
scissors,0.12336355247257774,0.27908480335222163,0.18613886034175978,0.4395977375315624,0.20975638611546177,0.46221444053614913,0.195378719145061,0.4356919453945039,0.1433895701977452,0.3581380923627903
scissors,0.09916163066900506,0.2454132401303923,0.19775674261049936,0.44621661549075764,0.2235351266515456,0.4704612149413026,0.2192695339269658,0.45603875434592966,0.1653501430141498,0.3710561060410622
scissors,0.15655025804938918,0.32322556256262214,0.22255359641919328,0.47158468506385803,0.2608009882146402,0.5256573777563894,0.2483408878380715,0.5112404574082045,0.20439662677408085,0.4538987797057993
scissors,0.13869173064784748,0.29643625535829476,0.21860119902594197,0.45680658079503506,0.25709421753136386,0.5160002516640619,0.24096927153490383,0.5035639363085789,0.20219288913296232,0.4550895997159382
scissors,0.19779171430718867,0.4501105973160179,0.32391922146637414,0.7243508868206936,0.38822180753690255,0.8096986719170133,0.3576142402970702,0.7711104348075041,0.27058252557931095,0.6502955586068998
scissors,0.20078984194327432,0.45951647941975166,0.3241107210104592,0.7301296123456419,0.3917322694456772,0.8169039830029841,0.36730823022322395,0.7802567021991105,0.27501076847711603,0.6529618568665706
scissors,0.20451158842182104,0.4672141489038003,0.3257486618540294,0.7340741305363826,0.3914236218518265,0.8119024085278528,0.3696239851298757,0.7634465827681369,0.2522935186311587,0.5964556398308876
scissors,0.17023526035277772,0.41433825062528734,0.2990441728875406,0.6267914172994931,0.3686610305572302,0.7232006167670656,0.3467801785815681,0.710919350162149,0.298527295831998,0.654120979298304
scissors,0.19031447179077077,0.4696093022350337,0.3110539934856147,0.6625144532314483,0.36505975377081556,0.7436567688840773,0.355126412921823,0.7411240280821678,0.3196084337868247,0.6948358284281264
scissors,0.19368965600882365,0.4746316410853814,0.28976719719621813,0.6127803117953124,0.3451512641466996,0.6868747483685971,0.32934187319579444,0.6799121300433714,0.29392582381079607,0.6424258791164871
